,ci_test_results,z_test_results,z_test_p_values,mean_diff
FIBIN,True,False,0.9344236188162418,-0.07698753352930643
FIBP,True,False,0.062118179282665956,-3.5809742543999974
FICD,True,False,0.5963826868925288,0.3925216173999999
FIG4,True,False,0.14536703196039255,1.9225761224000024
FIGF,True,False,0.29085361808362675,1.1120374944285998
FIGLA,True,False,0.1469086382661226,-1.9855998101854457
FIGN,True,False,0.19324133480246053,1.6327258998080205
FIGNL1,True,True,0.03717382570017779,2.2096726119999985
FILIP1,True,False,0.5599297375310691,0.8023174545706004
FILIP1L,True,False,0.3441952621059473,-1.5928837132699982
FIP1L1,True,False,0.8119101349211713,0.37881260199999645
FIS1,False,True,3.743155814028499e-07,-14.703691287999959
FITM1,True,False,0.1442306066608332,-2.7453612842782
FITM2,True,False,0.5680419450032552,0.9661177868799999
FIZ1,True,False,0.09947199676544147,3.165516351399999
FJX1,True,False,0.5527484538516374,-0.6576938345958006
FKBP10,True,False,0.3027275567859832,5.355587242430005
FKBP11,True,False,0.06690654963600261,-5.0664068323999985
FKBP14,True,False,0.2792495315196257,-1.4725064405999992
FKBP15,False,True,6.852583293086944e-08,-4.973375459000003
FKBP1A,True,False,0.6705769223508296,-4.815573586000028
FKBP1B,True,False,0.798682848542891,0.09295776142240042
FKBP1C,True,False,0.16297142152521638,1.2529861516652
FKBP2,True,True,0.019073684274384915,-9.966785243999993
FKBP3,True,False,0.16927972069194774,2.376086604000008
FKBP4,True,False,0.33605823343272123,15.29807335000001
FKBP5,True,True,0.010185236746565282,-12.779589170200012
FKBP6,True,False,0.17614751269258788,1.2446713312994
FKBP7,True,False,0.5742432881598293,-0.8540471089339992
FKBP8,False,True,5.355116221549319e-12,-38.819093503999966
FKBP9,True,False,0.1736820257911763,4.560333425480003
FKBPL,True,False,0.5017282800816874,-0.9251969400800002
FKRP,True,True,0.01145173939077313,1.8054852934000074
FKSG51,False,True,0.00039935205555033225,-2.8504017996931967
FKSG52,True,False,0.17781277074273472,-2.1616549976960044
FKSG54,True,False,0.9155156952993028,0.18093272950719896
FKSG56,False,True,9.648882739886463e-06,-11.484107108999993
FKSG59,True,False,0.3013207399244944,1.443350972120001
FKSG61,True,True,0.012626329010633945,-2.4488784380279967
FKSG62,True,False,0.5990898295679501,1.071651219652085
FKSG63,True,False,0.07929458960453754,-1.4888207212100006
FKSG66,True,False,0.785756755833652,-0.4078908020526
FKSG68,True,False,0.8954040453505832,-0.19604097997600078
FKSG70,False,True,7.2026557287578285e-06,-4.931222187420001
FKTN,True,False,0.634123975254828,-0.633759744999999
FLAD1,True,True,0.030619737131981305,-2.9049030380000005
FLCN,True,False,0.9187788595017989,0.26676999500000065
FLG,True,False,0.6535327746651873,0.8000315483116398
FLI1,True,False,0.059092509662886226,-2.4934919871999988
FLII,False,True,5.582096856019382e-05,-9.831248912000007
FLJ20019,True,False,0.2758588867065943,0.7453088097771781
FLNA,False,True,8.799991637871134e-26,-175.27206850199997
FLNB,True,False,0.09245393733840572,7.003223902800002
FLNC,True,False,0.7503520314797297,0.8967106326107981
FLOT1,False,True,8.482288744347191e-06,-277.7112615619999
FLOT2,True,False,0.3467522491713595,-3.087769243999986
FLRT1,True,False,0.3250303526711389,1.3171120896240303
FLRT2,True,False,0.8248120601687591,-0.37880946434380114
FLRT3,True,False,0.2056253464326928,1.0236545610466716
FLT1,True,False,0.13976556606204196,-2.6040113215159986
FLT3,True,False,0.5920135990568975,-0.5219150262540406
FLT3LG,False,True,0.0005244585936797942,-9.348069806339993
FLT4,True,False,0.6322424987668505,-0.612707409495
FLVCR1,True,False,0.6698065730034505,-0.505083452800001
FLVCR2,True,False,0.2364385785841664,-1.0127336825919997
FLYWCH1,False,True,0.00025956512059540087,-6.63444001820001
FLYWCH2,False,True,0.004994853279474882,-4.4963955193999965
FMN1,True,False,0.19533155901511412,1.1738155804939998
FMN2,True,False,0.16616852251241587,2.9271369589814196
FMNL1,False,True,1.5057939651718461e-12,-63.84813139999997
FMNL2,True,False,0.10399719846305003,1.3016619766800002
FMNL3,True,False,0.3221147466580664,-2.6594860157999918
FMO1,True,False,0.36709266289110454,-1.1494672836425883
FMO2,True,False,0.07101476692431911,-1.9867686319407838
FMO3,True,False,0.8171277821106275,0.25519767686394423
FMO4,True,False,0.6470623652149932,-0.6373584277874005
FMO5,True,False,0.1463942350269912,1.1683131567120002
FMOD,True,False,0.13943427577168732,7.054992756009417
FMR1,False,True,0.0014144404690665904,-4.759162146999998
FMR1NB,True,False,0.36133788886777696,0.7948091806945565
FN1,True,False,0.6396293132711308,37.32883013077935
FN3K,True,False,0.31335688091250014,0.8543319374100005
FN3KRP,True,False,0.23582147736038073,-1.7384923892000081
FNBP1,True,True,0.01650888172370277,-7.687845089999982
FNBP1L,True,True,0.03664236792271843,1.8165701344399992
FNBP4,True,True,0.014156247290510949,6.888585316000011
FNDC1,True,False,0.5252364078290743,0.7434744084794782
FNDC3A,True,False,0.9753609120531758,0.03182855640000071
FNDC3B,False,True,2.4180438923042653e-08,-9.204031664799992
FNDC4,True,False,0.8012735116970986,-0.34146843168954
FNDC5,True,False,0.3450870364293692,0.9261425302680004
FNDC8,True,False,0.9177476511487693,0.06100895653795968
FNDC9,True,False,0.3417207921555343,1.3272656593324204
FNIP1,True,False,0.06022484428415687,1.764889503000001
FNIP2,True,False,0.42304272861269454,-1.153831718220001
FNTA,True,True,0.008064988344155043,-6.095530723000003
FNTB,True,False,0.08394081284691995,2.3538336396999986
FO538757.3,True,False,0.7171080325522001,-0.20458760810600118
FOCAD,True,False,0.7825428342704578,0.45131770320000086
FOLH1,True,False,0.6240529226454818,-1.8612573562174006
FOLR1,True,False,0.2521244929815585,-1.3811760763630074
FOLR2,True,False,0.5475647310782823,-1.9812348637991999
FOLR3,True,False,0.3992759234975509,-1.7731602037683798
FOPNL,True,False,0.47568586099338017,-0.9547124427999947
FOS,False,True,3.7950535441251075e-06,-405.8218498074
FOSB,False,True,0.0028654105349940583,-48.35300976873998
FOSL1,True,False,0.9220726372234643,0.6728923053199907
FOSL2,False,True,1.516315961173437e-39,-83.57743188207999
FOXA1,True,False,0.5452631549013426,1.7596566921030394
FOXA2,True,False,0.11059455997427069,0.5214664944503276
FOXA3,True,False,0.4371418984042236,1.5847700532577198
FOXB1,True,False,0.24983628579007622,-1.4414701423007
FOXB2,True,False,0.09296244401288851,2.233855408677751
FOXC1,True,False,0.29045936970639386,1.101017812083799
FOXC2,True,False,0.7824118580297108,-0.28428486060716773
FOXD1,True,False,0.3605739349216063,-1.1758728903080007
FOXD2,True,False,0.36659747683526256,-1.7999248074703988
FOXD3,True,False,0.05859622785971021,2.5277447021365447
FOXD4,True,False,0.14699405249421207,1.9154215658640004
FOXD4L1,True,False,0.06420322727065854,0.33464252897459984
FOXD4L3,True,False,0.9996610234383551,-0.0007902071078591533
FOXD4L4,True,False,0.22477339608136726,0.9694269284067527
FOXD4L5,True,False,0.1675956775029156,2.705730123847279
FOXD4L6,True,False,0.7201046483970565,-0.23244505286275913
FOXE1,True,False,0.9708073578261948,-0.07902597917595999
FOXE3,True,False,0.34539320550978714,-0.8064914648620397
FOXF1,True,False,0.7849744268537455,0.20153382744872728
FOXF2,True,False,0.277020851712221,0.9617729922262659
FOXG1,True,False,0.17990160081710205,0.20520586376818
FOXH1,True,False,0.8150374510611251,-0.36084841155108016
FOXI1,False,True,0.01962628498903406,-2.0283777066836404
FOXI2,True,False,0.17659683339149146,0.31425752356348363
FOXI3,True,False,0.3932867041012138,-0.45679087682121994
FOXJ1,True,False,0.06749662404866745,-1.9900844570846998
FOXJ2,False,True,1.2447866805858606e-06,-3.590365285600001
FOXJ3,False,True,0.006222725631127625,-4.460818984999996
FOXK1,True,True,0.017669692555379077,-2.1223167604000004
FOXK2,True,False,0.5562364352480436,-0.8680771456000045
FOXL1,True,False,0.2244661402869217,-2.2091948131296864
FOXL2,True,False,0.08878749836659607,2.0664011279059267
FOXL2NB,True,False,0.726799830138896,0.5686987273116006
FOXM1,True,False,0.9180993934553418,-0.19239466072000155
FOXN1,True,False,0.5269352810869918,-0.5106058788635773
FOXN2,False,True,5.661544795864962e-05,-3.7627854459999988
FOXN3,False,True,1.1086395345739955e-12,-17.786577663200006
FOXN4,True,False,0.30220327335167785,1.0670705714609645
FOXO1,False,True,3.547944670636011e-08,6.750897586859999
FOXO3,False,True,0.0004684968322351757,-4.706769908399998
FOXO4,False,True,7.851322661750952e-10,-4.668588391999998
FOXP1,False,True,1.6823957958401877e-07,17.215527055000003
FOXP2,True,False,0.1052206070361177,0.5043964320967997
FOXP3,True,False,0.21040751714264616,3.1533985498621977
FOXP4,False,True,1.2987987356750473e-06,4.517423225599998
FOXQ1,True,False,0.07394719967741022,2.875128841449021
FOXR1,True,False,0.38463797544716816,-1.0299770536524975
FOXR2,True,False,0.7773918376029281,-0.09826327529669998
FOXRED1,True,False,0.18224331204605948,-1.9848389637999997
FOXRED2,True,False,0.434631356110887,-1.15928082788
FOXS1,True,False,0.2821984447374669,-1.4907343210415038
FP325331.1,True,False,0.7177522705474109,0.6090411550833394
FPGS,False,True,8.339265410763373e-07,-4.9481031035999905
FPGT,True,False,0.26451318622397924,-1.356485478079998
FPGT-TNNI3K,True,False,0.3643602149741366,-0.6275244249666001
FPR1,True,False,0.5092854900135522,-9.734950760513996
FPR2,True,False,0.4453349943887833,-2.763847341398998
FPR3,True,False,0.2735527257111827,-4.206341080359801
FRA10AC1,True,False,0.5742072758317887,1.0079922154000016
FRAS1,True,False,0.05857869076493167,1.054044374603
FRAT1,False,True,0.0036354875415517407,-3.4843330364400025
FRAT2,True,False,0.157714001820223,-3.9477845163999987
FREM1,True,False,0.8963890558724885,0.16513604680790994
FREM2,True,False,0.07875398133414979,-0.92392015774716
FRG1,False,True,0.00019896281584353586,-6.942027056000001
FRG2,True,False,0.220925463910716,1.2339981525324721
FRG2B,True,False,0.1796845686289552,-0.7531697563982358
FRK,True,False,0.2138198490372697,1.5495055818399996
FRMD1,True,False,0.1321210584413886,1.0461401172247968
FRMD3,True,False,0.453125777261671,0.7781831506080001
FRMD4A,True,False,0.14660734260074376,-2.595243719520001
FRMD4B,True,False,0.08888730818066005,-2.769945652839999
FRMD5,True,False,0.3039471920960727,-0.42334629209546026
FRMD6,True,False,0.2255679418530696,-3.937209688799989
FRMD7,True,False,0.6530288070577437,0.28677804479292207
FRMD8,True,True,0.048656695728780314,-4.400088373999999
FRMPD1,True,False,0.06864308286436863,1.0147295677966004
FRMPD2,True,False,0.7905733023655697,-0.4114130597415755
FRMPD4,True,False,0.8473196849542857,-0.14038710208963534
FRRS1,True,False,0.5676309134219005,0.31129787519340013
FRRS1L,True,False,0.5214613477657577,0.05385528433779996
FRS2,True,False,0.14650905303347406,2.396331045
FRS3,True,True,0.011609054517084121,-1.3246910230399997
FRY,True,False,0.12624437299898286,-1.80671287978
FRYL,True,True,0.02086802003173505,-2.3990451372000017
FRZB,True,False,0.053769422991412144,-1.586579697923225
FSBP,True,False,0.09369804941584188,-2.3410904103544805
FSCB,True,False,0.771304664744586,0.43308395626889507
FSCN1,True,False,0.4871820061265625,3.845581775300005
FSCN2,True,False,0.7041652809544536,-0.628590035058
FSCN3,True,False,0.9788235623294805,0.026947915528599875
FSD1,False,True,4.390136522779452e-07,-8.348897044897601
FSD1L,True,False,0.056966161573641316,0.7071757395000011
FSD2,True,False,0.6952542954845076,-0.4802795570095999
FSHB,True,False,0.6122126993629955,-0.618656169518766
FSHR,True,False,0.3804860726705662,0.781015163972611
FSIP1,True,False,0.1149229240123569,-1.7031543884449993
FST,True,False,0.5149479786004096,2.5719221160835986
FSTL1,True,False,0.7699711121753857,-4.821533242639816
FSTL3,True,False,0.18395959908519077,-2.5272257571830004
FSTL4,True,False,0.10156867102440946,1.1758358419647998
FSTL5,True,False,0.26016628995279356,1.9832290170920241
FTCD,True,False,0.8863630298379984,0.14781926727600014
FTCDNL1,True,False,0.2393212560367377,1.3892707061980003
FTH1,True,False,0.6805312152996318,-120.1203670799996
FTHL17,True,False,0.4798654793578765,-0.4781508778895848
FTL,True,False,0.6724117658097903,-163.97816091999994
FTMT,True,False,0.4369011434249198,-0.7442480686320742
FTO,True,False,0.6040330920696793,0.954542460599999
FTSJ1,True,False,0.09875996334408271,-2.638455571599998
FTSJ2,True,False,0.38046265395153755,-1.0841341775400046
FTSJ3,True,False,0.7118273244112114,-0.7617233634000016
FUBP1,True,False,0.31810168746195266,-1.737814929999999
FUBP3,True,False,0.872636244621996,-0.18326634199999603
FUCA1,True,False,0.22198604167283498,-16.238630065799995
FUCA2,True,False,0.25623102311795487,-2.48287743960001
FUK,False,True,4.990829343944277e-06,-2.6632881280400014
FUNDC1,True,False,0.48851077609107085,0.4792716995199999
FUNDC2,True,False,0.9555677267478819,0.0814270585000001
FUOM,True,False,0.15305485836754448,1.4030873319199983
FURIN,False,True,1.1355992671203116e-30,-46.947843195999994
FUS,True,False,0.6063593475814033,1.9264940620000175
FUT10,True,False,0.16664544461471464,-1.464555932740001
FUT11,False,True,1.329860375957134e-21,-11.658701255000004
FUT2,True,False,0.6632782905088119,0.8924863913855998
FUT3,True,False,0.137338477981256,1.9526305361333995
FUT4,False,True,0.0005982537134462243,-0.9081055105200004
FUT5,True,False,0.4449455141069685,-1.1672715152886515
FUT6,True,False,0.6878226177654165,0.3118096762728001
FUT7,True,True,0.006091241345679319,-4.601924624854002
FUT8,False,True,0.0003889534664482414,6.7364280174000015
FUT9,True,False,0.23293201820345022,2.0343936125760917
FUZ,True,False,0.6534247440456744,-0.6900124638520015
FXN,False,True,0.0014873751877125098,-3.144726454000004
FXR1,True,False,0.1457945343570652,3.803763320999998
FXR2,True,False,0.5802874110480063,0.7861679435999989
FXYD1,False,True,0.001504238956761326,1.480274843268
FXYD2,True,False,0.7093703479059211,1.5676645984262016
FXYD3,True,False,0.24599420148891915,14.744770067750913
FXYD4,True,False,0.5639829180678442,0.06687529857783123
FXYD5,True,True,0.01773007436089089,-27.986153024000032
FXYD6,False,True,0.001765160879954177,6.0471460701433
FXYD6-FXYD2,True,False,0.7413609596284444,-0.17706489733498265
FXYD7,True,False,0.7839537816777733,0.23972036337899993
FYB,False,True,2.559096342304692e-18,-50.41751733084001
FYCO1,True,False,0.36562573321845593,-1.2672693819999985
FYN,False,True,1.4424406707658718e-56,-170.0106100182
FYTTD1,True,False,0.28955648495941466,2.654371224000002
FZD1,True,False,0.550604616979368,0.8137965972640009
FZD10,True,False,0.9415553043340077,-0.052979973189593466
FZD2,True,False,0.9469616175951722,-0.08626758178400085
FZD3,True,False,0.710500580925976,0.2897322980880004
FZD4,True,False,0.7649656812885948,-0.3226539119320009
FZD5,True,False,0.06608980961693846,0.5211937041399999
FZD6,True,False,0.24720345487212192,1.816737151277998
FZD7,True,False,0.235514028293889,-1.089232838598
FZD8,True,False,0.906389045719587,-0.12808212529419905
FZD9,True,False,0.11176691355632407,2.26289280184568
FZR1,True,False,0.4455434700792894,-1.2960155524
G0S2,True,False,0.4612471991315805,-19.676993194042595
G2E3,True,False,0.245197333895543,-0.8205495408000019
G3BP1,True,False,0.8938295965147358,-3.1682580440000265
G3BP2,True,False,0.2722623365878247,3.342084874000008
G6PC,True,False,0.9162360838668442,-0.08285060545655987
G6PC2,True,False,0.7612745495605137,-0.609971961862438
G6PC3,True,False,0.9417865664484072,0.1461513134000043
G6PD,True,False,0.8185215664470714,3.1713855700000124
GAA,False,True,0.0005457254768764465,-6.453937575799998
GAB1,True,False,0.0776333935453187,1.4803877972400006
GAB2,True,False,0.8564369970371255,0.2623962075999984
GAB3,False,True,1.5219662386526723e-29,-15.630247953080001
GAB4,True,False,0.13290776701158014,1.5774371753099525
GABARAP,False,True,0.0017564144535725033,-46.62566035999987
GABARAPL1,False,True,2.564434765752644e-36,-61.74164642000002
GABARAPL2,True,False,0.505404386258022,-2.2251253780000013
GABBR1,False,True,2.547623288366712e-23,11.608615237459999
GABBR2,True,False,0.4693133174226046,1.2219123864721917
GABPA,True,False,0.8273286509166802,-0.31397421460000174
GABPB1,True,True,0.04198414021080814,2.2815683639999875
GABPB2,True,False,0.24220389762216388,-0.6695582245999994
GABRA1,True,False,0.5726556503043359,0.4641002793643507
GABRA2,True,False,0.5753986237320738,-0.37315452599880006
GABRA3,True,False,0.1397772531121873,-0.8038508541832001
GABRA4,True,False,0.18549292048534138,3.1872847802131403
GABRA5,True,False,0.7320371185917198,0.464476610748215
GABRA6,True,False,0.9283564900053363,-0.061638327956708316
GABRB1,True,False,0.2672698044208155,0.9533766715222065
GABRB2,True,False,0.26770334292319997,-1.3601082749992996
GABRB3,True,False,0.8104358887573979,0.3954392975772292
GABRD,True,False,0.7712412146372012,-0.15554531856067877
GABRE,True,False,0.20596472490486428,-1.4320743734530037
GABRG1,True,False,0.15248716167033877,-0.7404289113669771
GABRG2,True,False,0.42156270006678964,1.4921800781408159
GABRG3,True,False,0.7046034681030153,0.7634070435804294
GABRP,True,False,0.4637395141370557,-1.8242584738020007
GABRQ,True,False,0.11204185262256532,1.7591031039641094
GABRR1,True,False,0.2578691605106561,-0.31385434762821596
GABRR2,True,False,0.42696049150879756,0.8040839581661997
GAD1,True,False,0.41326514683253524,0.4823483097033998
GAD2,False,True,0.010306199519313974,-0.32106815515148
GADD45A,True,False,0.20576791008678397,-3.022325638399998
GADD45B,False,True,1.3600052084085891e-08,-73.55859362299998
GADD45G,False,True,0.002379905744022143,-4.963314487101599
GADD45GIP1,True,False,0.5268130953372524,-1.3291715748000001
GADL1,True,False,0.18527216375578992,1.8327950326459999
GAFA3,True,False,0.6181479816204243,0.8122803233990021
GAGE1,True,False,0.8474044610267764,-1.398467173539899
GAGE12C,True,False,0.818337624495566,0.17798094915061768
GAGE12D,True,True,0.04247312034823168,2.703789548539216
GAGE12E,True,False,0.7249929036241181,-0.18642085701854016
GAGE12F,True,False,0.4664096983570236,3.5940587867961007
GAGE12G,True,False,0.5933195731937417,2.557393548542752
GAGE12H,True,False,0.8399622376500143,-0.17730389032806793
GAGE12J,True,False,0.27096877865104163,-4.971179176046009
GAGE13,True,False,0.6974469305175962,2.327082741849555
GAGE2A,True,False,0.9716667789833233,-0.1499031756821676
GAK,False,True,6.9653068921632e-08,-12.132971303999994
GAL,True,False,0.4591743494949677,1.6523417391333037
GAL3ST1,True,False,0.7792376306661162,0.4669956963868005
GAL3ST2,True,False,0.12743588887149396,2.0629261215540033
GAL3ST3,True,False,0.6875089376093233,0.42424140041996616
GAL3ST4,True,False,0.8012023358307843,0.31194541218800076
GALC,False,True,7.3371422475109e-14,-11.683932862919999
GALE,True,False,0.5664745019702841,-1.1665662293999937
GALK1,False,True,0.0015556813192532184,-4.577869035399999
GALK2,True,False,0.576184755680857,0.9995597842000059
GALM,True,True,0.03137343547593361,-3.3930671991200043
GALNS,True,True,0.0071688623459343695,-3.031533527199997
GALNT1,True,False,0.8621633201527061,-0.4242455182000029
GALNT10,True,False,0.08198608780699332,-3.3103891243999968
GALNT11,False,True,1.7258172486186928e-10,-11.244847426000003
GALNT12,True,False,0.4029735678509889,-0.6216061763879992
GALNT13,True,True,0.03719822544156131,4.23257170886904
GALNT14,True,False,0.7329157199139503,0.23316079525236022
GALNT15,True,False,0.19944223856292687,-0.4819429986721999
GALNT16,True,False,0.06459842093405849,0.9868936938271238
GALNT18,True,False,0.8946798223331377,-0.10644108534850005
GALNT2,True,False,0.21827827490060514,2.3358824409999883
GALNT3,True,False,0.1198078338305829,-2.476754751960005
GALNT4,True,True,0.028482512277410107,-1.5815214387600003
GALNT5,True,False,0.6018924478753385,1.1886230342548005
GALNT6,False,True,0.00252761502325063,-4.826343993199998
GALNT7,True,False,0.2417394154861099,1.6911336078000048
GALNT8,True,False,0.5414077703807985,1.2163043286474
GALNT9,True,False,0.5674917679325897,0.6095331999610005
GALNTL5,True,False,0.12185907062445094,-1.0318820420606698
GALNTL6,True,False,0.9154171661271646,-0.038018668399200095
GALP,True,False,0.40424904421660335,0.8479382958808186
GALR1,True,False,0.7706474261164419,0.35847119880082023
GALR2,True,False,0.9419233243778061,-0.06691210799869984
GALR3,True,False,0.6132912735755786,0.5890936550624489
GALT,False,True,0.0001095911829446569,-4.174110391400001
GAMT,True,False,0.993517186236755,-0.013481053659997855
GAN,True,False,0.5810676295001067,-0.8413500835800001
GANAB,False,True,0.00010873452319938569,-17.620758025999976
GANC,False,True,7.864440302409319e-06,6.827793966400002
GAP43,True,False,0.6254160090052134,0.8197281206121403
GAPDH,True,False,0.7467849626921681,41.07564911999998
GAPDHS,True,False,0.27702394744205194,0.7770311982061658
GAPT,True,False,0.13423222753031655,8.068400410429994
GAPVD1,True,True,0.03170575748333131,-1.9493548710000006
GAR1,True,True,0.02681030928517431,4.1109642015999945
GAREM,True,False,0.9328972243598099,0.05947845717400124
GAREML,True,False,0.9859309526808766,0.024837769181999647
GARNL3,True,False,0.6232135157982839,-0.7463037316102001
GARS,True,False,0.46055241678064185,3.3525804319999963
GART,False,True,0.0018633813316167704,4.617216872000007
GAS1,True,False,0.4708360477422001,1.5766437252809995
GAS2,True,False,0.604436298158187,-0.7970335765306005
GAS2L1,True,False,0.16717244156012356,-1.277799962364
GAS2L2,True,False,0.3074033586005429,2.8764575307579787
GAS2L3,True,False,0.3592444194401966,0.6974558741946
GAS6,True,False,0.20052462578876662,-6.411473263379996
GAS7,False,True,6.270926600046595e-10,-12.972206422720006
GAS8,True,False,0.8881063941451545,-0.12590997381799962
GAST,True,False,0.8909561253155258,0.15839521733991413
GATA1,True,False,0.16141581006684613,-1.3573997961384006
GATA2,True,False,0.8746094230566924,1.1704790109409977
GATA3,False,True,2.6899222461389035e-15,-20.675807196262006
GATA4,True,True,0.045912975756941136,2.157131629989756
GATA5,True,False,0.22091963369601508,1.4687476734466736
GATA6,True,False,0.2766808732466879,1.30327702768
GATAD1,True,True,0.0143774591500117,-2.561356215199993
GATAD2A,False,True,4.951904813565957e-14,-18.841554521999996
GATAD2B,True,False,0.5972304563786295,0.8917560580000021
GATB,True,False,0.815959549031778,-0.1729807140999977
GATC,True,False,0.3156480867779544,-2.947304511599995
GATM,True,False,0.2523171090843852,1.1764623970560013
GATS,True,False,0.9170610597884776,0.17061852251592047
GATSL2,True,False,0.23115090638034586,-1.5308496432793994
GATSL3,True,False,0.419238695005435,1.709321295971999
GBA,False,True,5.502785170007154e-05,-6.840300497399994
GBA2,False,True,3.075711767122706e-05,-6.419228969999999
GBAS,True,False,0.10757590870290497,3.074129048000003
GBE1,True,False,0.2543043102557878,1.6810047434000026
GBF1,True,False,0.8266311846739963,0.39750146000000086
GBGT1,True,True,0.04546000983449017,1.0530096680619998
GBP1,True,False,0.2873164142215179,-6.460901551020008
GBP2,False,True,2.5194472179148397e-08,-37.20250256779998
GBP3,False,True,4.254364155373108e-06,-6.114554765440003
GBP4,False,True,0.004186411831262008,-7.802151159459996
GBP5,False,True,4.418896991576746e-14,-68.88476963808
GBP6,True,False,0.4867575455560236,1.0733234317985993
GBP7,True,False,0.8668573172263003,0.10177814789679807
GBX1,True,False,0.38729961185268025,-0.7094451269712587
GBX2,True,False,0.38704702745589237,-0.43663452616846177
GC,True,False,0.5199834767388448,-0.19544324928311163
GCA,True,False,0.34947256691541295,4.24283303512
GCAT,True,False,0.26362764070147826,1.1795453121959998
GCC1,True,False,0.13750030360010895,-1.9867494792000002
GCDH,True,False,0.45835182447725775,-0.7865767716000001
GCFC2,True,False,0.09930450118974213,-2.7897139228000007
GCG,True,False,0.9959778730719046,-0.00244720819218458
GCGR,True,False,0.3118173031639344,-1.61631016255372
GCH1,False,True,3.082142589245366e-05,-7.649969240600001
GCHFR,False,True,1.2928464143395505e-16,-16.576737788399996
GCK,True,False,0.7246301324793247,0.3312552446547201
GCKR,True,False,0.4519509255357862,0.6617448330828002
GCLC,True,False,0.20143534303470934,-2.897889533399997
GCLM,True,False,0.23347623760468883,2.0566369879999975
GCM1,True,False,0.7480945069046021,-0.30281908026233983
GCM2,True,False,0.7251271643169686,-0.3509010148033552
GCN1L1,True,False,0.09685928967603988,3.610816814000003
GCNT1,True,False,0.6748140653999786,-0.6291955161999994
GCNT2,True,False,0.05101772456560437,1.9128643359020003
GCNT3,True,False,0.09611779230672844,3.3499019692154004
GCNT4,True,False,0.7348256626384801,0.32253498259320024
GCNT7,True,False,0.27326176201610686,0.7070727907200598
GCOM1,True,False,0.2773903285285573,0.8999649874376001
GCSAM,False,True,6.631511832523258e-11,8.49123844428
GCSAML,True,False,0.5107390402264878,-1.4647396959994001
GCSH,True,False,0.11488400541133437,2.215395587080007
GDA,True,False,0.7996543215150432,-0.4329911431621989
GDAP1,True,False,0.06233305930578791,0.82629999096
GDAP1L1,True,False,0.14359610842775236,2.5046238767992004
GDAP2,True,False,0.5439099009895026,0.6060386962000024
GDE1,True,False,0.12436599153757372,-2.3673687406000035
GDF1,True,False,0.824136515788265,0.469220419325596
GDF10,True,False,0.6235526857534178,0.46856866933217156
GDF11,True,False,0.20568530667963492,-2.465391521400001
GDF15,True,False,0.8502172458921013,3.540881430724582
GDF2,True,False,0.7651531262475095,0.39890953360791004
GDF3,True,False,0.23727623454281643,-1.0885749074644469
GDF5,True,False,0.43521884877710537,0.5874996341154199
GDF5OS,True,False,0.44912211189651474,1.1063708389856997
GDF6,True,False,0.12922843576543003,1.26840870628036
GDF7,False,True,0.0003699608730024382,1.65856986090608
GDF9,True,False,0.43031597488706363,0.7610964114640597
GDI1,True,False,0.17002215160768042,-2.409773709999996
GDI2,False,True,1.1309543383875847e-09,30.27423464000003
GDNF,True,False,0.6236656163663573,0.7315868333701201
GDPD1,True,False,0.14264046685732132,-1.0529886133260002
GDPD2,True,False,0.9560375076374045,-0.034557568738220024
GDPD3,True,False,0.07738701336595569,-2.5033950213599994
GDPD4,True,False,0.8074710421876882,-0.14298350681324268
GDPD5,True,False,0.11348585844420594,3.3536966337999985
GDPGP1,True,False,0.49821209248377496,-0.7240735061999999
GEM,False,True,0.00016830205025886814,-9.3389018831158
GEMIN2,True,False,0.9663067295383134,-0.05859173412000018
GEMIN4,True,False,0.11132314868701176,3.142860192200004
GEMIN5,True,False,0.18416348246150727,1.8165781626000008
GEMIN6,False,True,0.004317276022693878,2.4657990024000007
GEMIN7,True,False,0.41322761868915714,-1.0307147560000018
GEMIN8,True,False,0.8884589056182227,0.09635584720000168
GEN1,False,True,4.6883168845632353e-26,13.817453823200001
GET4,True,False,0.09426672954339539,-2.877676792999999
GFAP,True,False,0.3121907645337164,1.2666772878954
GFER,False,True,0.0002201119878116672,-4.100327863000004
GFI1,False,True,6.853077898141044e-49,-14.979574370077001
GFI1B,True,False,0.20471883045850126,0.9819679151999998
GFM1,True,False,0.890076685900355,-0.2710032929999997
GFM2,True,False,0.2162351643206626,2.4403161450000006
GFOD1,False,True,1.6347361497813064e-29,-13.099157038040001
GFOD2,True,False,0.8910814986283181,-0.1577781305999988
GFPT1,True,False,0.5345403139586449,-0.9376560742000031
GFPT2,True,False,0.2501882992113107,-1.5963393853262007
GFRA1,True,False,0.9645594224165609,0.07098991844607472
GFRA2,True,False,0.46981599851137323,-0.30826211194199993
GFRA3,True,False,0.29320925136693166,0.6589730601788473
GFRA4,True,False,0.4167411525748429,-0.5461026991354475
GFRAL,True,False,0.4200736315160525,-0.5620382891435001
GFY,True,False,0.8004596061050065,0.2551519457543281
GGA1,True,False,0.9411870324987597,0.07752993199999736
GGA2,False,True,1.94901606917741e-24,32.846048927
GGA3,True,False,0.48038471372399305,0.8103812750000117
GGACT,True,False,0.9466335664318589,0.11205752385999901
GGCT,True,False,0.2888825613474453,2.4838453240000007
GGCX,True,False,0.12880044270561605,2.101710839399999
GGH,True,False,0.7307697132394914,-0.4508810817600022
