,ci_test_results,z_test_results,z_test_p_values,mean_diff
SGSM1,True,False,0.058744389722471195,-3.24422039794534
SGSM2,False,True,0.0005961805213713087,-6.353453488999996
SGSM3,True,False,0.06385471833397306,-3.9648226200000067
SGTA,True,False,0.8670796929031482,-0.19213614400000267
SGTB,True,False,0.23007379069201217,-0.783394896399999
SH2B1,False,True,4.4003512849081106e-05,-11.215839365999997
SH2B2,False,True,2.25599986686554e-20,12.479608314072
SH2B3,True,False,0.5560814789451549,-1.752677451000011
SH2D1A,False,True,5.351297823897697e-38,-40.331226160178744
SH2D1B,False,True,1.8182568067670513e-58,-100.374582870608
SH2D2A,False,True,1.2508846157134081e-53,-81.33486987745201
SH2D3A,True,True,0.025159583154883754,2.23557902452
SH2D3C,False,True,8.089282503743447e-09,-12.533676584399998
SH2D4A,True,False,0.15693361231380526,1.9557018521923997
SH2D4B,True,False,0.22062691205055118,-2.21267015332468
SH2D5,True,False,0.6482634973075111,0.2344580277944166
SH2D6,True,False,0.1613578336743141,-0.99777227035194
SH3BGR,True,False,0.6584455086482588,-0.7713192323999998
SH3BGRL,True,False,0.3019344004002781,-4.125743611000004
SH3BGRL2,True,False,0.3186918543163969,0.8956946356062003
SH3BGRL3,False,True,3.605054917583755e-27,-188.80400165200007
SH3BP1,False,True,9.7506165269545e-24,-21.3304553496
SH3BP2,False,True,6.507557928812996e-16,-21.107466384000013
SH3BP4,True,False,0.36997302198546644,1.4577898612839988
SH3BP5,True,True,0.0471257295809501,5.38918749959997
SH3BP5L,False,True,0.0030134781847625256,-3.3457109851999984
SH3D19,True,False,0.6218002750887759,0.5780552917753994
SH3D21,True,False,0.9197290076934117,-0.12891086458340162
SH3GL1,True,False,0.08017658383356571,-2.9481938600000106
SH3GL2,True,False,0.8092505909394148,-0.34424989241741133
SH3GL3,True,False,0.20562242123257646,-1.4596510241868397
SH3GLB1,False,True,2.5472155305796515e-06,-10.128394321999977
SH3GLB2,True,False,0.45337971262785703,-0.8856284724000005
SH3KBP1,False,True,2.768533286144379e-12,-25.826917928
SH3PXD2A,True,False,0.32073286322191064,1.9545882266000003
SH3PXD2B,True,False,0.10988954006544964,2.4688721358288
SH3RF1,True,True,0.022805557108063167,2.9459107588120004
SH3RF2,True,False,0.5222477351662766,-0.3595117054258399
SH3TC1,True,True,0.015166938176567344,4.445567324540001
SH3TC2,True,False,0.46236637327099894,0.8234489225645543
SH3YL1,True,False,0.873057559967531,-0.1676509849999981
SHANK1,True,False,0.47185522978920935,-0.8450562980536993
SHANK2,True,False,0.17659636298489345,-1.9493421619521398
SHARPIN,False,True,4.2218317973162254e-13,-9.692758354999995
SHB,True,False,0.33402818592272543,2.105239805083201
SHBG,True,False,0.6323231152800566,0.6761854405790004
SHC1,True,False,0.3835297386206451,-4.788200497999952
SHC2,True,False,0.4669362219108333,-0.6692595293195205
SHC3,True,False,0.11373363964657554,1.0744584785116
SHC4,True,False,0.3493365151189718,-1.8723695368212008
SHCBP1,False,True,0.006371325953889192,3.644480289020004
SHCBP1L,True,False,0.14551405856586924,-1.4853934165795444
SHD,False,True,0.00676815576583969,-4.014301115676762
SHE,True,False,0.11996442338613066,-0.8442586431805998
SHF,True,False,0.6315502861489828,0.749511477206001
SHFM1,True,False,0.7668775252050982,-2.487221780000027
SHH,True,False,0.9616265839388541,-0.0367391767421279
SHISA2,True,False,0.21591626082899185,-0.9822002174334807
SHISA3,True,False,0.06512511826467703,2.1958887030969896
SHISA4,True,False,0.6499042773234991,-0.9124710594420016
SHISA5,False,True,2.0618143843260486e-18,-37.98537534600004
SHISA6,True,False,0.12738160286544403,1.9085831812006862
SHISA7,True,False,0.9121632638206968,0.10920095734981883
SHISA9,True,False,0.22190614746727977,-2.0188158576799995
SHKBP1,True,True,0.011855107530373405,-9.916178205999998
SHMT1,True,False,0.9253294970650114,0.11878000320000126
SHMT2,False,True,0.0022487957483483417,13.657336321999992
SHOC2,False,True,6.519856671801735e-06,5.042285581999998
SHOX,True,False,0.8417609707586676,-0.36444270706540083
SHOX2,True,False,0.4154769313010592,1.4489764108444003
SHPK,True,False,0.17038641123240994,-1.0969549879999985
SHPRH,True,False,0.5023792403903007,-0.47752253800000055
SHQ1,True,False,0.9184945374123337,-0.13032744660000084
SHROOM1,True,False,0.7865087633056327,0.10151679065799968
SHROOM2,True,False,0.8919034712203107,-0.17290686302940017
SHROOM3,True,False,0.4012495480695011,-1.6638350913096014
SHROOM4,True,False,0.14666219548752973,-0.9063888966865996
SHTN1,True,False,0.29516767529131227,0.8209302546199995
SI,True,False,0.4701385787131208,-0.8774571639972263
SIAE,True,False,0.9786857853928959,0.03072932540000295
SIAH1,False,True,0.0008705327409246306,4.766871281
SIAH2,True,False,0.10996090180537522,3.087134644999999
SIAH3,True,False,0.5130926730210418,-0.35106279587676015
SIDT1,False,True,2.010967736157832e-06,-4.237788984320002
SIDT2,False,True,5.825384269760502e-10,12.432353650199993
SIGIRR,False,True,1.8868613202983716e-41,-67.70496483460002
SIGLEC1,False,True,0.002052144486098159,-4.51991107746968
SIGLEC10,True,False,0.09059935371352894,4.132054745399994
SIGLEC11,True,False,0.35290413011965027,0.8717685422525998
SIGLEC12,True,False,0.600410484858022,0.39389364116860015
SIGLEC14,True,False,0.15468104944604297,2.20628681062934
SIGLEC15,True,False,0.4851632654420873,-0.23886458691157986
SIGLEC5,True,False,0.4550275332813475,1.0894281704990014
SIGLEC6,False,True,1.3867105308743338e-05,3.7430182821911977
SIGLEC7,False,True,2.147931931291622e-37,-24.735630019995998
SIGLEC8,True,False,0.10763595665436139,3.8417937162448004
SIGLEC9,False,True,0.0009088756439685218,-6.918207053915397
SIGLECL1,True,False,0.40473028163482616,-0.7483238881930303
SIGMAR1,True,False,0.5597639312365645,-1.4957029280000071
SIK1,False,True,0.0024096459523098596,5.370717606180001
SIK2,True,False,0.06666203279904692,-1.2001294395999995
SIK3,True,False,0.39828065333988183,1.456805695
SIKE1,True,False,0.42737671417718215,-0.8373695225999995
SIL1,True,False,0.9971251016828829,0.006454677599997183
SIM1,True,False,0.8219938418069122,0.35001469885324
SIM2,True,False,0.17154816523659389,2.2475681930369986
SIMC1,True,False,0.16896713251768436,2.386508626840005
SIN3A,True,False,0.6635224996453863,0.6890191939999966
SIN3B,True,False,0.26487523407995983,1.806390313599998
SIPA1,False,True,1.3206384010178616e-17,-46.580876374
SIPA1L1,False,True,3.282439035033822e-10,13.580655429200007
SIPA1L2,True,False,0.9758845474037839,-0.020297599632000285
SIPA1L3,False,True,7.75002004797933e-14,9.113621520799999
SIRPA,True,False,0.4964207342040695,-2.293449779940005
SIRPB1,True,False,0.2934494616590422,-4.825110962839993
SIRPB2,True,False,0.9402182620753123,-0.13039403920320058
SIRPD,True,False,0.4788754498910106,0.7163416390340003
SIRPG,True,False,0.251587121140343,-1.632293979109603
SIRT1,False,True,0.0006130232830139428,3.5817637691999984
SIRT2,False,True,5.664375403292457e-30,-22.94940503800001
SIRT3,True,False,0.3462120685868668,-1.2532192919999972
SIRT4,True,False,0.8221100730495896,-0.15773796428200004
SIRT5,True,False,0.5249904279153644,0.40842895247999955
SIRT6,True,False,0.2987194816364216,-1.1601856644000037
SIRT7,True,True,0.005830718045084495,-4.270594125399999
SIT1,False,True,0.00014980784324525477,9.100862247417997
SIVA1,False,True,0.002646426173724631,-9.407962705999992
SIX1,True,True,0.04067542333609351,2.4174432633671996
SIX2,True,False,0.31364192176438466,1.0222070826495195
SIX3,True,False,0.5241835999984414,0.23737654478359183
SIX4,True,False,0.5285160749091082,-0.6788278241256007
SIX5,True,False,0.5595609687599761,-1.113942062264
SIX6,True,False,0.6934907725932711,-0.28902374447045337
SKA1,True,False,0.05639722761000233,2.880199492639999
SKA2,True,False,0.7222767921391009,-1.3213841279999912
SKA3,True,False,0.6537424951304738,0.6356732211654803
SKAP1,False,True,1.1908657228938716e-41,-34.15157298402001
SKAP2,True,False,0.7070928695637121,0.6885347910000021
SKI,False,True,0.0010692457901021503,-4.633485580799999
SKIDA1,True,False,0.21553738238276854,-0.30154498196239976
SKIL,True,False,0.09999326102177687,4.087227813799991
SKIV2L,False,True,5.006496037167246e-10,-6.824453954199996
SKIV2L2,True,False,0.26604432149571766,0.573232038600004
SKOR1,True,False,0.1729276462764241,1.9658899268264003
SKOR2,True,False,0.47285596246737727,-0.5480229759182397
SKP1,False,True,1.6146478303321149e-06,-49.0060833
SKP2,True,False,0.6276765028018201,0.4878051465999995
SLA,False,True,1.505844147138669e-22,-44.75297062254
SLA2,False,True,4.892569839334808e-24,-36.5565525532
SLAIN1,True,False,0.7897196005163512,-0.17128473889999896
SLAIN2,True,False,0.12304495646658518,-2.181212981999998
SLAMF1,False,True,5.979557651310511e-07,11.597564494778602
SLAMF6,False,True,2.9867526668741363e-06,-14.195272556999996
SLAMF7,False,True,0.002749891782946591,-48.85416817447995
SLAMF8,True,False,0.08449349086074957,-2.1596814174470005
SLAMF9,True,False,0.7472241489196598,-0.5364350292830342
SLBP,True,False,0.5930086184410249,1.2275336059999944
SLC10A1,True,False,0.45625445559079447,-1.2360834848488005
SLC10A2,True,False,0.30163323962300626,1.3635130315288
SLC10A3,False,True,1.4705489729660734e-14,-8.740905945999998
SLC10A4,True,False,0.17880711877704647,0.378272807235203
SLC10A5,True,False,0.1976152580361049,0.64770616633384
SLC10A6,True,False,0.9494644351356161,-0.07205231051431493
SLC10A7,True,False,0.13694989202813124,-2.14026964374
SLC11A1,True,True,0.03882577500304986,-2.8905760282780006
SLC11A2,True,False,0.1323104683119565,-2.3210161795999973
SLC12A1,True,False,0.1290685666460953,2.5924490390744768
SLC12A2,True,False,0.6490318713154724,0.9769185865999983
SLC12A3,True,False,0.8894709064051206,-0.254262405217597
SLC12A4,True,True,0.0230075435077572,-2.023501037999999
SLC12A5,True,False,0.608906740181899,-0.734090565539999
SLC12A6,True,True,0.005757491582143469,4.2086932420000025
SLC12A7,True,False,0.07871898138271624,-3.1292818591999954
SLC12A8,True,False,0.801808992520636,0.10840391264399996
SLC12A9,True,True,0.02854070805687935,-2.851257034000003
SLC13A1,True,False,0.5287393610034634,1.2850924617404598
SLC13A2,True,False,0.6916051371310541,-0.40865387895422844
SLC13A3,True,False,0.6303980799976903,0.43343234424704
SLC13A4,True,False,0.6286974748114136,-0.8057078680692347
SLC13A5,True,False,0.7922698819514842,-0.18234965715324614
SLC14A1,False,True,0.0001427483903336789,-3.7796065906160017
SLC14A2,True,False,0.2945489337012789,1.0519174347258005
SLC15A1,True,False,0.8821393186547245,0.1173093231846738
SLC15A2,False,True,2.506110471585815e-05,6.279591063459998
SLC15A3,True,False,0.8290772697575646,-0.9854775372200137
SLC15A4,False,True,0.00010014034866863357,-10.5204318396
SLC16A1,True,False,0.4238495469769853,1.8704258066000037
SLC16A10,True,False,0.7866730353578768,0.18557736302799954
SLC16A11,True,False,0.31060944499071397,-1.9467821051330607
SLC16A12,True,False,0.4161980091645253,0.55929016413426
SLC16A13,True,False,0.5435579434764353,-0.6362907480799995
SLC16A14,True,False,0.4356913065174227,0.8413553732466004
SLC16A2,True,False,0.5877807645435011,0.7440384108686011
SLC16A3,False,True,0.003554676696857244,-21.532255161800023
SLC16A4,True,False,0.3922730954827881,1.2114933001480006
SLC16A5,True,False,0.5875114627658294,0.5834867313420009
SLC16A6,True,True,0.0329153619936347,-4.924758531320004
SLC16A7,True,False,0.0761977208381096,-1.9708869186799944
SLC16A8,True,False,0.8409389959415363,0.2354947203973996
SLC16A9,True,False,0.3087871247214953,-1.8864166340974804
SLC17A1,True,False,0.37553982357820614,2.4766789392876514
SLC17A2,True,False,0.8467130962920626,0.12294714169014537
SLC17A3,True,False,0.4691443457841017,-0.32348824481638994
SLC17A4,True,False,0.7149339927267666,-0.23694360477616205
SLC17A5,True,False,0.41546861101079646,-1.6618983679999992
SLC17A6,True,False,0.5673209764628904,-0.36333811971686125
SLC17A7,True,False,0.5057163713844324,0.6637080131286879
SLC17A8,True,False,0.4412628359127352,0.8235266019758639
SLC17A9,True,True,0.038707079444931576,2.741069412319998
SLC18A1,True,False,0.22187372061090105,-1.9085108593700797
SLC18A2,True,False,0.7707543094448972,-0.22918366676800073
SLC18A3,True,False,0.12483996520680536,-1.6293783587134425
SLC18B1,False,True,0.004441037823540162,3.8806817405999965
SLC19A1,True,False,0.08265650814482,1.7604680988600023
SLC19A2,True,False,0.7657722051856706,0.5231106227400009
SLC19A3,True,True,0.04811195733002382,-0.7332756846019994
SLC1A1,True,True,0.018695663563192213,2.5229509324476007
SLC1A2,True,False,0.8892736746899811,-0.2604974287985997
SLC1A3,True,False,0.9208572888562958,0.20899397859720015
SLC1A4,True,False,0.23411448209428742,2.0312168606000043
SLC1A5,True,False,0.6940283524912458,-2.453627007999998
SLC1A6,True,False,0.15058407155143716,-2.11363979701
SLC1A7,True,False,0.15042677676376098,-0.5311464083778799
SLC20A1,False,True,1.2833820484262753e-11,-26.978726052
SLC20A2,True,True,0.020571337501397415,-1.8854241124000009
SLC22A1,True,False,0.44585792814623926,1.11840335081644
SLC22A10,True,False,0.35598888561027886,-1.4181545959763455
SLC22A11,True,False,0.5779962980239354,0.35220084399232937
SLC22A12,True,False,0.401464367950345,1.6473900953930385
SLC22A13,True,False,0.14838546535286048,1.4168686555182597
SLC22A14,True,False,0.06606590814213562,1.7059994185007201
SLC22A15,True,False,0.16125633989354438,-1.7924816637419996
SLC22A16,True,False,0.48928948022940966,-0.8637994017598771
SLC22A17,True,False,0.45496264143842324,1.1071421615682793
SLC22A18,True,True,0.028373262850270607,-3.418663170939997
SLC22A18AS,True,False,0.1590531457795823,-1.3639634652983996
SLC22A2,True,False,0.6128509056579112,0.38164071520829
SLC22A23,True,False,0.22502524787452882,-0.9708858504000002
SLC22A24,True,False,0.8095125700703862,-0.2867222214692
SLC22A25,True,False,0.1592611536115135,-2.242932285522768
SLC22A3,True,False,0.20638436651154224,-1.9084858931269606
SLC22A4,True,False,0.9349705295553926,0.17216883974600083
SLC22A5,True,False,0.6444079461105336,-0.4462759710999995
SLC22A6,True,False,0.15454808160983877,1.6097050021608426
SLC22A7,True,False,0.8904526457348513,0.18613959895512044
SLC22A8,True,False,0.9443891466644727,-0.0701605941273733
SLC22A9,True,False,0.2520828296835741,1.5593422353489403
SLC23A1,False,True,0.0006448797610777492,1.9559787502169996
SLC23A2,False,True,0.0020835351138629625,2.9661209844000034
SLC23A3,True,False,0.45981644766676555,-0.7010779879679996
SLC24A1,True,False,0.1348487381513094,0.5633158358000001
SLC24A2,True,False,0.8078876038087784,0.11962506454825983
SLC24A3,True,False,0.28560223458584433,-0.82582166046298
SLC24A4,True,False,0.8521245270817439,-0.15406105261659997
SLC24A5,True,False,0.07130790656419597,1.8940799576460035
SLC25A1,True,True,0.007970718487624515,6.028407824000013
SLC25A10,True,False,0.5177335676945833,1.23414238312
SLC25A11,False,True,0.0003129546014318298,-6.674072019000008
SLC25A12,True,False,0.6053216208412884,-0.40355927620000287
SLC25A13,True,False,0.05161207348274328,2.708977558800001
SLC25A14,True,False,0.7218003865750129,0.28264348021200014
SLC25A15,True,False,0.4147790838120685,-0.7989803985599995
SLC25A16,False,True,0.0006498248645874558,-1.6864162472000022
SLC25A17,True,True,0.04469642894648867,0.9099700567399989
SLC25A18,True,False,0.25618768686066806,1.4815285904775202
SLC25A19,False,True,1.205958245394906e-07,8.329370574999999
SLC25A2,True,False,0.889158785433575,0.17703994901559983
SLC25A20,False,True,7.134691178685402e-54,-17.531928771800008
SLC25A21,True,False,0.6609178378081155,0.26844378319531614
SLC25A22,True,True,0.0475563596455616,-2.984238908200002
SLC25A23,True,True,0.016520018281241947,3.4607785583200013
SLC25A24,True,False,0.06340583178070149,2.6043465890800004
SLC25A25,True,True,0.030729369062700827,-2.7737160945999992
SLC25A26,True,True,0.03594622322394881,-3.141820157799998
SLC25A27,True,False,0.3232745150777685,-0.9538864626780006
SLC25A28,False,True,0.0027468480648172966,6.999636854999991
SLC25A29,True,False,0.35522571763885025,-1.7171782805999989
SLC25A3,True,True,0.0386182552373815,18.572990008000033
SLC25A30,True,False,0.1930843357127675,-0.864451223799998
SLC25A31,True,False,0.7718442042828906,-0.29072056331486085
SLC25A32,True,True,0.00619252485921235,1.675673690799993
SLC25A33,True,False,0.8084505292577564,0.4357181816000004
SLC25A34,True,False,0.7898307956304443,0.3086502051640001
SLC25A35,True,True,0.02159737515103697,-1.8812747186000003
SLC25A36,True,False,0.10378906899841903,-1.7000663054
SLC25A37,True,False,0.19562616885320971,4.0574473436
SLC25A38,False,True,1.1071726500786649e-06,-8.177014784
SLC25A39,True,False,0.3153375756715503,-3.461545502000021
SLC25A4,True,False,0.44523417712221214,-0.80394160648
SLC25A40,True,False,0.3981898317382979,-1.093389975600001
SLC25A42,True,False,0.4234665315962274,0.7842518036000001
SLC25A43,True,False,0.18045631994804856,1.4742171366000019
SLC25A44,True,False,0.2779048953690766,2.022789615599997
SLC25A45,False,True,0.0033644337689001345,-2.100388388800006
SLC25A46,True,False,0.3208323001389036,-0.9240845981999932
SLC25A47,True,False,0.7549488380312164,-0.05807937151415202
SLC25A48,True,False,0.6041737616547593,-0.4312149534065999
SLC25A5,True,True,0.007964433422913912,25.00461894
SLC25A51,True,False,0.056347783674691745,-1.276341814800002
SLC25A52,True,False,0.3244787115054768,-0.7074353439632998
SLC25A53,True,True,0.03410669104151617,-3.841070204165399
SLC25A6,False,True,1.6538223497789123e-13,58.221103658000004
SLC26A1,True,False,0.2568416537493824,-2.0214360217799987
SLC26A10,True,False,0.2643329584137667,1.1492961166903788
SLC26A11,False,True,3.0375352612295407e-07,-7.8557281412
SLC26A2,True,False,0.587303149625982,-0.8400736226000003
SLC26A3,True,False,0.9177900610166521,0.15085162482093972
SLC26A4,True,False,0.8988598745384606,0.1563333967560001
SLC26A5,True,False,0.06281582261295812,3.20075499849974
SLC26A6,True,False,0.4934270589516868,-1.0026403700999982
SLC26A7,True,False,0.08748033448233102,-1.2573691479186757
SLC26A8,True,False,0.8288304291935105,-0.0668480448549923
SLC26A9,True,False,0.7896184241749206,-0.37771289584811507
SLC27A1,True,False,0.17324400236400617,-2.1089499345
SLC27A2,True,False,0.49044659662541945,0.5132972904640019
SLC27A3,False,True,9.902066548248342e-39,-13.306074535599997
SLC27A4,True,False,0.07013094787479386,-1.4849905839999984
SLC27A5,True,False,0.6758388081027196,0.3059528169959993
SLC27A6,True,False,0.7227093788878288,0.5133387704296912
SLC28A1,True,False,0.4238458848474048,1.334357262519541
SLC28A2,True,False,0.47493161925047866,0.9773829669934602
SLC28A3,True,False,0.11416017730571064,1.96692784071142
SLC29A1,True,False,0.3694701212673781,1.8581974314000043
SLC29A2,True,True,0.013984054230094953,2.1034738358680007
SLC29A3,False,True,0.0017949768335171336,-3.607324732080002
SLC29A4,True,False,0.4230027259567454,0.2981064707000005
SLC2A1,True,False,0.07173136171981721,1.4297536265399984
SLC2A10,True,False,0.3388625745167696,-1.040181436725999
SLC2A11,True,False,0.2295249587905388,1.6508925765599987
SLC2A12,True,False,0.20737024082990174,2.0662068408573995
SLC2A13,True,False,0.5866115314119693,-0.570702543099999
SLC2A14,True,False,0.06999409669530345,-1.7585399498737995
SLC2A2,True,False,0.8223609871025976,-0.28363397038397875
SLC2A3,True,True,0.01700675749715301,-21.717666318800013
SLC2A4,True,False,0.7627974072920072,0.1061758399239392
SLC2A4RG,False,True,0.004201392417968483,-4.996277283799998
SLC2A5,False,True,7.206499494975305e-05,5.340583632488002
SLC2A6,False,True,2.339034520633868e-06,6.328677741
SLC2A7,True,False,0.4659142136611347,0.5370463038636345
SLC2A8,True,True,0.023079409234480538,-4.4893979414
SLC2A9,True,False,0.05693568915076281,-2.3939179359037994
SLC30A1,True,False,0.08428727488757486,-1.0353239464000001
SLC30A10,True,False,0.9122944375585753,-0.1568205362178574
SLC30A2,True,False,0.56202437077016,0.4708937620866003
SLC30A3,True,False,0.9674335799404894,-0.0553613404517197
SLC30A4,True,False,0.6693813468251554,0.6211447380199999
SLC30A5,False,True,0.006066768389652992,-3.308367832000016
SLC30A6,True,False,0.7035475043839132,0.20670049359999965
SLC30A7,True,True,0.042963430836056464,-1.5905920386000005
SLC30A8,True,False,0.8214520356782609,0.18981716790399972
SLC30A9,True,False,0.20209186817999403,-1.634731600600002
SLC31A1,True,False,0.7361051307940704,0.34269378940000017
SLC31A2,False,True,0.0070694055607901695,-3.5860976117999996
SLC32A1,True,True,0.034173957145515604,2.090330328578912
SLC33A1,True,False,0.08166606284048035,-2.177672699200002
SLC34A1,True,False,0.6007327746613329,-0.7191986927377412
SLC34A2,True,False,0.6469043995528726,0.5022620778356401
SLC34A3,True,False,0.7859336938652658,-0.025042875080000027
SLC35A1,True,True,0.011980655357873245,-4.881973914200003
SLC35A2,True,False,0.8860184354759375,0.2463953719999985
SLC35A3,True,False,0.1508495145324148,-1.5659209556000064
SLC35A4,False,True,8.074194543456707e-10,-11.905253955999996
SLC35A5,True,False,0.6657152740155651,0.802533847200003
SLC35B1,True,False,0.7358665041097071,0.43501662900000326
SLC35B2,True,False,0.7071737021062624,-0.5042298980000055
SLC35B3,True,False,0.2949685594934164,-0.756955602599998
SLC35B4,True,False,0.15690674681274666,-1.7558951349999976
SLC35C1,False,True,0.004091880490898974,-2.0430217848000023
SLC35C2,False,True,0.004298520232409008,-4.819299409999999
SLC35D1,True,False,0.8930201722738725,0.13413976020000007
SLC35D2,False,True,0.00100375191980898,-2.9522310725999965
SLC35D3,True,False,0.9292612364653923,0.08507465165085426
SLC35E1,True,False,0.8288706753617116,-0.3676869530000033
SLC35E2,True,False,0.9475576818137588,0.04649944797999872
SLC35E2B,False,True,0.0004178032591138542,-6.399555354000007
SLC35E3,True,False,0.526646710090571,0.4428121195999992
SLC35E4,True,False,0.22970874540405206,-1.0767920351879994
SLC35F1,True,False,0.20746014702815085,0.79286593990708
SLC35F2,False,True,0.004499717160151276,5.8949270966
SLC35F3,True,False,0.7690787635508681,-0.18485803007746027
SLC35F4,True,False,0.5872116235574005,0.5913110780013584
SLC35F5,False,True,0.0018482840755424668,4.682821990599997
SLC35F6,True,False,0.1942405843563919,1.4846081285999997
SLC35G1,True,False,0.4620634469125968,0.5942624357072006
SLC35G2,True,False,0.25087406467837936,1.1048304224720003
SLC35G3,True,False,0.23761018467135797,-0.6184618768609911
SLC35G5,True,False,0.37884974288435247,-0.3826941286334
SLC35G6,True,False,0.7260495760336985,0.6175313282538801
SLC36A1,True,True,0.031319837037313655,-3.5929904285999985
SLC36A2,True,False,0.7402003038502911,-0.20636923687239972
SLC36A3,True,False,0.7714146466321028,0.43122767939543394
SLC36A4,True,True,0.029643909649429746,2.6277172990000004
SLC37A1,False,True,0.0003115726955624296,4.121002155799996
SLC37A2,True,True,0.02640881322054222,-3.2387117104270002
SLC37A3,False,True,0.0010556974529447876,-5.882565247799992
SLC38A1,True,False,0.16450210988056313,-5.996633906
SLC38A10,False,True,4.97673819033149e-10,-10.643335179999994
SLC38A11,False,True,0.0027875258609034873,3.755736057096601
SLC38A2,True,False,0.11307738286630005,-8.422696238000015
SLC38A3,True,False,0.10564687424176458,2.4244585909765206
SLC38A4,True,False,0.7761641956299986,-0.5710436384963997
SLC38A5,True,False,0.44172303591336437,1.5993623477399979
SLC38A6,True,False,0.8792774432191824,-0.25870382747999976
SLC38A7,True,False,0.14195445551048405,-0.6163014590000007
SLC38A9,True,False,0.0619452098349946,2.656634064799995
SLC39A1,True,False,0.9086408162134384,0.3464779560000011
SLC39A10,False,True,0.00040557921697835096,2.748785448200003
SLC39A11,True,False,0.5653543692499678,-2.4938104753999895
SLC39A12,True,False,0.2521099704144567,1.6807284567196956
SLC39A13,False,True,1.0569910048487863e-09,-7.197417044799998
SLC39A14,True,False,0.9288705401120739,0.35228851419999785
SLC39A2,True,False,0.5402902120816242,-0.8514239052072003
SLC39A3,True,False,0.3485191184170233,1.4831938558000033
SLC39A4,True,False,0.8003964068134142,0.3665456529406397
SLC39A5,True,False,0.5819155919372543,0.66082340139874
SLC39A6,True,False,0.9127182911342308,0.7077359609999974
SLC39A7,True,False,0.11335448417069158,-4.195488765999997
SLC39A8,True,False,0.5537282999570161,-1.533980757400002
SLC39A9,True,False,0.28203848417027944,1.5793843719999998
SLC3A1,True,False,0.1689102550289615,0.6971030351536003
SLC3A2,True,False,0.7640365076169627,-3.387255849999974
SLC40A1,True,False,0.333772143724719,-2.217380267110002
SLC41A1,True,False,0.13935877937432142,1.8283634579999983
SLC41A2,True,False,0.05298587478723846,2.3499858704199994
SLC41A3,False,True,0.00896020065683114,-3.894008052
SLC43A1,True,True,0.0185288610661793,-4.1325112418
SLC43A2,False,True,0.003868306225256583,7.1113253826000005
SLC43A3,True,False,0.325910263380644,4.112201698
SLC44A1,False,True,0.0014962883107004458,3.3661830605999974
SLC44A2,False,True,2.1127108398972462e-07,-29.36993925600001
SLC44A3,True,False,0.30503407627643064,1.637271395197999
SLC44A4,True,True,0.0486439074942696,3.3930774611124006
SLC44A5,True,False,0.7309005888441956,0.28900893435800024
SLC45A1,True,False,0.3061101919620828,-0.7935350756989998
SLC45A2,True,False,0.08287090594104775,2.952514168450376
SLC45A3,True,False,0.16413408404086172,3.667332136779999
SLC45A4,True,True,0.030422620489891517,-4.143330709759999
SLC46A1,True,False,0.49937451929591026,1.4841441067000005
SLC46A2,True,False,0.31390931444675185,0.9740959368828999
SLC46A3,True,False,0.6397205103621424,0.802835690800002
SLC47A1,True,False,0.2500561253495721,1.1749224454960006
SLC47A2,True,False,0.5353948669522517,0.22444749027766553
SLC48A1,True,True,0.007197688343881581,2.3120805794
SLC4A1,True,False,0.39394679068261607,0.69219361626188
SLC4A10,False,True,0.005382341087306044,-3.06236782784552
SLC4A11,True,False,0.36987753927026124,1.5683987758299995
SLC4A1AP,True,True,0.013015032789491641,-2.5194887190000017
SLC4A2,True,False,0.31840937448094997,2.4980259379999907
SLC4A3,True,False,0.2134598827415446,-1.2630277340134013
SLC4A4,True,True,0.01590234053649775,-1.9349153604593998
SLC4A5,True,False,0.18666274414208928,-0.6735098143118807
SLC4A7,True,False,0.7367251673321185,-0.4182050975999978
SLC4A8,True,False,0.5104918142573376,0.65896870634
SLC4A9,True,False,0.843532546339579,0.16636107586231974
SLC50A1,False,True,0.003294050450989776,5.338202988000006
SLC51A,True,False,0.25001622698051107,-2.523127674990799
SLC51B,True,False,0.5094190655652864,0.3364526356354638
SLC52A1,True,False,0.45525366230173214,0.6758934389740001
SLC52A2,True,False,0.7226070506017765,-0.9234701870000066
SLC52A3,True,False,0.4063456492908455,-0.8048670057945413
SLC5A1,True,False,0.44344395170492956,1.2971411360284004
SLC5A10,True,True,0.03885232351055174,2.4401205790951996
SLC5A11,True,False,0.15609887386377697,2.1601936386212204
SLC5A12,True,False,0.9317562775569497,-0.1055981967616002
SLC5A2,True,False,0.6500210871788916,-0.22464825301623792
SLC5A3,False,True,3.409001070845211e-05,-4.0712007452000005
SLC5A4,True,False,0.5034906350095087,0.6255126632268099
SLC5A5,True,False,0.2070290913745051,0.49604589446860003
SLC5A6,True,True,0.012509816492570268,2.555928524799995
SLC5A7,True,False,0.09448434238438704,2.3112033203228997
SLC5A8,True,False,0.9840488527069227,0.01524208066800048
SLC5A9,True,False,0.3744818839093761,0.36829341620480055
SLC6A1,False,True,0.016846580877955153,-1.5647188737739268
SLC6A11,True,False,0.09887812842727589,2.1450691444798
SLC6A12,True,False,0.704043396522505,-0.5199263512619385
SLC6A13,True,False,0.3056262624255681,0.3114260670572
SLC6A14,True,False,0.8156839599282556,-0.2861237000558996
SLC6A15,True,False,0.6610902026970995,-0.7616041883109439
SLC6A16,False,True,0.008183510485978596,2.476404103
SLC6A17,True,False,0.9986799241172666,0.0014722894730199165
